CONTEXT,HYPOTHESIS,LABEL,CONTEXT_FROM,HYPOTHESIS_FROM,CONTEXT_ID,HYPOTHESIS_ID,SUBSET
An African dressmaker puts the finishing touches on a garment while two women watch.,The professional is baking a pie.,2,SNLI-train,SNLI-CONTRADICTION,146479462.jpg#1,146479462.jpg#1r1c,SNLI
An African woman carries a parcel on her head.,A package is being held on a woman's noggin.,5,SNLI-train,SNLI-ENTAILMENT,1468182643.jpg#3,1468182643.jpg#3r1e,SNLI
An African woman carries a parcel on her head.,The woman is returning with her clean laundry.,3,SNLI-train,SNLI-NEUTRAL,1468182643.jpg#3,1468182643.jpg#3r1n,SNLI
An African woman carries a parcel on her head.,The an balances a box on his head.,0,SNLI-train,SNLI-CONTRADICTION,1468182643.jpg#3,1468182643.jpg#3r1c,SNLI
The brown dog bounds through the leaves and the underbrush.,An animal running through woods.,3,SNLI-train,SNLI-ENTAILMENT,1478606153.jpg#2,1478606153.jpg#2r1e,SNLI
The brown dog bounds through the leaves and the underbrush.,The dog goes after the kill.,2,SNLI-train,SNLI-NEUTRAL,1478606153.jpg#2,1478606153.jpg#2r1n,SNLI
The brown dog bounds through the leaves and the underbrush.,A dog sleeps in his cage.,1,SNLI-train,SNLI-CONTRADICTION,1478606153.jpg#2,1478606153.jpg#2r1c,SNLI
A young man holding a beer bottle and a cigarette splashes fluid on charcoal in a grill.,The man is about to grill.,5,SNLI-train,SNLI-ENTAILMENT,14799369.jpg#1,14799369.jpg#1r1e,SNLI
A young man holding a beer bottle and a cigarette splashes fluid on charcoal in a grill.,The man is cooking for others.,3,SNLI-train,SNLI-NEUTRAL,14799369.jpg#1,14799369.jpg#1r1n,SNLI
A young man holding a beer bottle and a cigarette splashes fluid on charcoal in a grill.,The man is old,1,SNLI-train,SNLI-CONTRADICTION,14799369.jpg#1,14799369.jpg#1r1c,SNLI
A woman painting a palace and the landscape.,A woman is painting a palace.,5,SNLI-train,SNLI-ENTAILMENT,148407193.jpg#4,148407193.jpg#4r1e,SNLI
A woman painting a palace and the landscape.,"A professional female artist, draws trees in the landscape of the palace.",3,SNLI-train,SNLI-NEUTRAL,148407193.jpg#4,148407193.jpg#4r1n,SNLI
A woman painting a palace and the landscape.,The woman paints a self-portrait.,1,SNLI-train,SNLI-CONTRADICTION,148407193.jpg#4,148407193.jpg#4r1c,SNLI
Three men sitting around a table during a speaking engagement.,Three humans are seated near a table.,5,SNLI-train,SNLI-ENTAILMENT,1516097777.jpg#2,1516097777.jpg#2r2e,SNLI
Three men sitting around a table during a speaking engagement.,Three men are sitting at a table having drinks while speaking to each other.,3,SNLI-train,SNLI-NEUTRAL,1516097777.jpg#2,1516097777.jpg#2r1n,SNLI
Three men sitting around a table during a speaking engagement.,Three men sit on the ground.,2,SNLI-train,SNLI-CONTRADICTION,1516097777.jpg#2,1516097777.jpg#2r5c,SNLI
"Three dogs run through surf, near rocky outcrop.",Three dogs get wet.,5,SNLI-train,SNLI-ENTAILMENT,1517721825.jpg#1,1517721825.jpg#1r1e,SNLI
"Three dogs run through surf, near rocky outcrop.",Three dogs just met each other.,3,SNLI-train,SNLI-NEUTRAL,1517721825.jpg#1,1517721825.jpg#1r1n,SNLI
"Three dogs run through surf, near rocky outcrop.",Three cats are surfing.,1,SNLI-train,SNLI-CONTRADICTION,1517721825.jpg#1,1517721825.jpg#1r1c,SNLI
This group is doing their best to try and enjoy the new hospital orientation.,The group is on an orientation tour.,5,SNLI-train,SNLI-ENTAILMENT,1535963458.jpg#0,1535963458.jpg#0r1e,SNLI
This group is doing their best to try and enjoy the new hospital orientation.,The group is chatting among themselves during the orientation.,3,SNLI-train,SNLI-NEUTRAL,1535963458.jpg#0,1535963458.jpg#0r1n,SNLI
This group is doing their best to try and enjoy the new hospital orientation.,No one showed up the the hospital orientation.,1,SNLI-train,SNLI-CONTRADICTION,1535963458.jpg#0,1535963458.jpg#0r1c,SNLI
"A young boy wearing over-sized blue tank top and shorts, and a red and blue cap, is looking through the viewfinder on a camera placed on a tripod.",A boy looking through a camera.,5,SNLI-train,SNLI-ENTAILMENT,1568723169.jpg#1,1568723169.jpg#1r5e,SNLI
"A young boy wearing over-sized blue tank top and shorts, and a red and blue cap, is looking through the viewfinder on a camera placed on a tripod.",A small child is preparing to take a photo.,5,SNLI-train,SNLI-NEUTRAL,1568723169.jpg#1,1568723169.jpg#1r1n,SNLI
"A young boy wearing over-sized blue tank top and shorts, and a red and blue cap, is looking through the viewfinder on a camera placed on a tripod.",A young adult is watching tv.,2,SNLI-train,SNLI-CONTRADICTION,1568723169.jpg#1,1568723169.jpg#1r1c,SNLI
A man on a city street is taking a photograph of someone dressed up like a spaceman.,The man is looking at the man dressed up.,5,SNLI-train,SNLI-ENTAILMENT,157192048.jpg#2,157192048.jpg#2r1e,SNLI
A man on a city street is taking a photograph of someone dressed up like a spaceman.,The man dressed up is in space.,1,SNLI-train,SNLI-CONTRADICTION,157192048.jpg#2,157192048.jpg#2r1c,SNLI
A man without a shirt runs through water spraying out of a large silver dome.,A man runs through water,5,SNLI-train,SNLI-ENTAILMENT,157747588.jpg#0,157747588.jpg#0r1e,SNLI
A man without a shirt runs through water spraying out of a large silver dome.,A man runs through water spraying from a statue in a park,3,SNLI-train,SNLI-NEUTRAL,157747588.jpg#0,157747588.jpg#0r1n,SNLI
A man without a shirt runs through water spraying out of a large silver dome.,A man accidentally sprays himself in the face at the drinking fountain.,2,SNLI-train,SNLI-CONTRADICTION,157747588.jpg#0,157747588.jpg#0r1c,SNLI
"A man with a guitar, in cowboy boots and underwear, is standing in a street next to a woman, with yellow taxicabs in the background.",A guitarist dressed as a cowboy stands next to a woman waiting for a yellow cab,3,SNLI-train,SNLI-ENTAILMENT,158857536.jpg#0,158857536.jpg#0r4e,SNLI
"A man with a guitar, in cowboy boots and underwear, is standing in a street next to a woman, with yellow taxicabs in the background.",a guy with a guitar stands by his wife,3,SNLI-train,SNLI-NEUTRAL,158857536.jpg#0,158857536.jpg#0r5n,SNLI
"A man with a guitar, in cowboy boots and underwear, is standing in a street next to a woman, with yellow taxicabs in the background.",a guy jumps 60 feet over a city bus,1,SNLI-train,SNLI-CONTRADICTION,158857536.jpg#0,158857536.jpg#0r5c,SNLI
A young Asian man studying with a pencil and a dictionary while drinking a cola.,A person is studying.,5,SNLI-train,SNLI-ENTAILMENT,158898445.jpg#1,158898445.jpg#1r1e,SNLI
A young Asian man studying with a pencil and a dictionary while drinking a cola.,A young college student is studying for finals.,4,SNLI-train,SNLI-NEUTRAL,158898445.jpg#1,158898445.jpg#1r1n,SNLI
A young Asian man studying with a pencil and a dictionary while drinking a cola.,A women is dancing at a club.,1,SNLI-train,SNLI-CONTRADICTION,158898445.jpg#1,158898445.jpg#1r1c,SNLI
"Smiling, brown-eyed couple in a crowd.",The couple both have lips.,5,SNLI-train,SNLI-ENTAILMENT,1616016569.jpg#3,1616016569.jpg#3r1e,SNLI
"Smiling, brown-eyed couple in a crowd.",The couple are at a concert.,3,SNLI-train,SNLI-NEUTRAL,1616016569.jpg#3,1616016569.jpg#3r1n,SNLI
"Smiling, brown-eyed couple in a crowd.",The couple are alone in the bedroom.,1,SNLI-train,SNLI-CONTRADICTION,1616016569.jpg#3,1616016569.jpg#3r1c,SNLI
A young woman leads a group of French youth in a protest chant against Sarkozy,There are at least three people.,5,SNLI-train,SNLI-ENTAILMENT,1629549272.jpg#0,1629549272.jpg#0r1e,SNLI
A young woman leads a group of French youth in a protest chant against Sarkozy,The woman is holding a sign.,3,SNLI-train,SNLI-NEUTRAL,1629549272.jpg#0,1629549272.jpg#0r1n,SNLI
A young woman leads a group of French youth in a protest chant against Sarkozy,The woman studying by herself in her room.,1,SNLI-train,SNLI-CONTRADICTION,1629549272.jpg#0,1629549272.jpg#0r1c,SNLI
Men dressed in camouflage assist in helping clean up a grassy area.,Men help clean a field.,5,SNLI-train,SNLI-ENTAILMENT,170550385.jpg#1,170550385.jpg#1r1e,SNLI
Men dressed in camouflage assist in helping clean up a grassy area.,Camouflaged soldiers clean up a park.,4,SNLI-train,SNLI-NEUTRAL,170550385.jpg#1,170550385.jpg#1r1n,SNLI
Men dressed in camouflage assist in helping clean up a grassy area.,Some soldiers pretend to clean while scoping out a possible enemy village.,2,SNLI-train,SNLI-CONTRADICTION,170550385.jpg#1,170550385.jpg#1r1c,SNLI
"The drunk man in the gray shirt is attempting to drill into a keg of beer, while another keg awaits.",The man is near two kegs.,5,SNLI-train,SNLI-ENTAILMENT,171486070.jpg#0,171486070.jpg#0r2e,SNLI
"The drunk man in the gray shirt is attempting to drill into a keg of beer, while another keg awaits.",The man is drilling the keg so he can drink beer.,5,SNLI-train,SNLI-NEUTRAL,171486070.jpg#0,171486070.jpg#0r2n,SNLI
"The drunk man in the gray shirt is attempting to drill into a keg of beer, while another keg awaits.",A drunk man has fallen asleep on top of the kegs.,2,SNLI-train,SNLI-CONTRADICTION,171486070.jpg#0,171486070.jpg#0r5c,SNLI
a man with long hair pulled into a ponytail and thick framed black glasses stands at a stove stirring a pot of boiling water.,A man is cooking something.,5,SNLI-train,SNLI-ENTAILMENT,17186135.jpg#0,17186135.jpg#0r3e,SNLI
a man with long hair pulled into a ponytail and thick framed black glasses stands at a stove stirring a pot of boiling water.,The man stirring the pot was sweating.,3,SNLI-train,SNLI-NEUTRAL,17186135.jpg#0,17186135.jpg#0r1n,SNLI
a man with long hair pulled into a ponytail and thick framed black glasses stands at a stove stirring a pot of boiling water.,A man is sitting in front of a fireplace reading a book.,1,SNLI-train,SNLI-CONTRADICTION,17186135.jpg#0,17186135.jpg#0r3c,SNLI
A little baby is playing with the nozzle of a vacuum cleaner.,The baby can reach the vacuum cleaner.,5,SNLI-train,SNLI-ENTAILMENT,174056037.jpg#3,174056037.jpg#3r4e,SNLI
A little baby is playing with the nozzle of a vacuum cleaner.,A little baby is eating a vacuum cleaner nozzle,1,SNLI-train,SNLI-NEUTRAL,174056037.jpg#3,174056037.jpg#3r2n,SNLI
A little baby is playing with the nozzle of a vacuum cleaner.,A baby is playing with a puzzle.,2,SNLI-train,SNLI-CONTRADICTION,174056037.jpg#3,174056037.jpg#3r3c,SNLI
A woman wearing a babushka is sitting and sleeping inside a flower shop.,A women is sitting and sleeping because she worked all night.,3,SNLI-train,SNLI-NEUTRAL,1754775147.jpg#1,1754775147.jpg#1r1n,SNLI
A woman wearing a babushka is sitting and sleeping inside a flower shop.,A women is standing at the counter of a flower shop.,3,SNLI-train,SNLI-CONTRADICTION,1754775147.jpg#1,1754775147.jpg#1r1c,SNLI
"Two men are walking down a dirt road with guns, as one carries a dead animal from hunting.",Two men are walking down a dirt road.,5,SNLI-train,SNLI-ENTAILMENT,1780790804.jpg#1,1780790804.jpg#1r2e,SNLI
"Two men are walking down a dirt road with guns, as one carries a dead animal from hunting.",Two men in orange hunting caps carry guns on a dirt road,3,SNLI-train,SNLI-NEUTRAL,1780790804.jpg#1,1780790804.jpg#1r4n,SNLI
"Two men are walking down a dirt road with guns, as one carries a dead animal from hunting.",the men are in the store shopping,1,SNLI-train,SNLI-CONTRADICTION,1780790804.jpg#1,1780790804.jpg#1r1c,SNLI
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.,A dog jumps to catch a tennis ball.,5,SNLI-train,SNLI-ENTAILMENT,1800601130.jpg#0,1800601130.jpg#0r1e,SNLI
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.,A dog leaps to grab a tennis ball his its owner throw.,4,SNLI-train,SNLI-NEUTRAL,1800601130.jpg#0,1800601130.jpg#0r1n,SNLI
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.,The ball is a football.,1,SNLI-train,SNLI-CONTRADICTION,1800601130.jpg#0,1800601130.jpg#0r2c,SNLI
A whole town participates in a war reenactment in the streets.,Town people are participating in a war reenactment.,5,SNLI-train,SNLI-ENTAILMENT,180753784.jpg#4,180753784.jpg#4r2e,SNLI
A whole town participates in a war reenactment in the streets.,The town is having fun.,3,SNLI-train,SNLI-NEUTRAL,180753784.jpg#4,180753784.jpg#4r5n,SNLI
A whole town participates in a war reenactment in the streets.,The town is engaging in a square dance.,1,SNLI-train,SNLI-CONTRADICTION,180753784.jpg#4,180753784.jpg#4r5c,SNLI
"A person, costumed as the devil, stands with a young woman.",A person is standing.,5,SNLI-train,SNLI-ENTAILMENT,1816224182.jpg#1,1816224182.jpg#1r1e,SNLI
"A person, costumed as the devil, stands with a young woman.",A person is at a costume party.,3,SNLI-train,SNLI-NEUTRAL,1816224182.jpg#1,1816224182.jpg#1r1n,SNLI
"A person, costumed as the devil, stands with a young woman.",A person is dressed like a leprechaun.,2,SNLI-train,SNLI-CONTRADICTION,1816224182.jpg#1,1816224182.jpg#1r1c,SNLI
A woman walking down the street is carrying a knight in shining armor.,There is a women holding a large suit of armor,5,SNLI-train,SNLI-ENTAILMENT,181989658.jpg#3,181989658.jpg#3r1e,SNLI
A woman walking down the street is carrying a knight in shining armor.,The woman is in a strong arm carrying competition,2,SNLI-train,SNLI-NEUTRAL,181989658.jpg#3,181989658.jpg#3r1n,SNLI
A woman walking down the street is carrying a knight in shining armor.,the knight in shining armor is carrying the horse,2,SNLI-train,SNLI-CONTRADICTION,181989658.jpg#3,181989658.jpg#3r1c,SNLI
"Cubs fans have paper bags on their heads that spell out ""CUBS.""",The fan's heads are covered.,5,SNLI-train,SNLI-ENTAILMENT,182897345.jpg#3,182897345.jpg#3r2e,SNLI
"Cubs fans have paper bags on their heads that spell out ""CUBS.""",The Cubs fans are wearing the paper bags on their heads as part of a bet.,2,SNLI-train,SNLI-NEUTRAL,182897345.jpg#3,182897345.jpg#3r4n,SNLI
"Cubs fans have paper bags on their heads that spell out ""CUBS.""",A group of boys are dressed like tiny bears in a forest.,1,SNLI-train,SNLI-CONTRADICTION,182897345.jpg#3,182897345.jpg#3r3c,SNLI
Man dressed up in black and brown and holding a white light saber.,A man is holding a light saber.,5,SNLI-train,SNLI-ENTAILMENT,1836335410.jpg#0,1836335410.jpg#0r1e,SNLI
Man dressed up in black and brown and holding a white light saber.,A man poses for a picture at a convention.,3,SNLI-train,SNLI-NEUTRAL,1836335410.jpg#0,1836335410.jpg#0r1n,SNLI
Man dressed up in black and brown and holding a white light saber.,A man is holding a rifle.,1,SNLI-train,SNLI-CONTRADICTION,1836335410.jpg#0,1836335410.jpg#0r1c,SNLI
A woman in blue flats is holding a man's hand.,A woman is holding a man's hand.,5,SNLI-train,SNLI-ENTAILMENT,185006469.jpg#4,185006469.jpg#4r1e,SNLI
A woman in blue flats is holding a man's hand.,A woman in blue flats is holding a man's hand walking together.,3,SNLI-train,SNLI-NEUTRAL,185006469.jpg#4,185006469.jpg#4r1n,SNLI
A woman in blue flats is holding a man's hand.,A woman in red sandals is holding a man's arm.,1,SNLI-train,SNLI-CONTRADICTION,185006469.jpg#4,185006469.jpg#4r1c,SNLI
A woman in a yellow hat and yellow shirt holding her hand out like a claw.,Someone is putting their hand out.,5,SNLI-train,SNLI-ENTAILMENT,1853559110.jpg#0,1853559110.jpg#0r1e,SNLI
A woman in a yellow hat and yellow shirt holding her hand out like a claw.,A woman looks scary.,3,SNLI-train,SNLI-NEUTRAL,1853559110.jpg#0,1853559110.jpg#0r1n,SNLI
A woman in a yellow hat and yellow shirt holding her hand out like a claw.,The woman's hands are at her side.,1,SNLI-train,SNLI-CONTRADICTION,1853559110.jpg#0,1853559110.jpg#0r1c,SNLI
An upset woman with her makeup streaming down her face from her tears.,A women is crying.,5,SNLI-train,SNLI-ENTAILMENT,1859726819.jpg#3,1859726819.jpg#3r1e,SNLI
An upset woman with her makeup streaming down her face from her tears.,A women is crying because of a recent breakup.,3,SNLI-train,SNLI-NEUTRAL,1859726819.jpg#3,1859726819.jpg#3r1n,SNLI
An upset woman with her makeup streaming down her face from her tears.,A women is smiling.,1,SNLI-train,SNLI-CONTRADICTION,1859726819.jpg#3,1859726819.jpg#3r1c,SNLI
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,A man is making noise,5,SNLI-train,SNLI-ENTAILMENT,187839415.jpg#2,187839415.jpg#2r1e,SNLI
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,A man is singing while playing drums on empty buckets,4,SNLI-train,SNLI-NEUTRAL,187839415.jpg#2,187839415.jpg#2r1n,SNLI
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,A man is in an orange shirt,2,SNLI-train,SNLI-CONTRADICTION,187839415.jpg#2,187839415.jpg#2r1c,SNLI
A man in a green machine is cleaning a pump in front of the Drake hotel.,The pump in front of Drake hotel being cleaned.,5,SNLI-train,SNLI-ENTAILMENT,19023618.jpg#2,19023618.jpg#2r3e,SNLI
A man in a green machine is cleaning a pump in front of the Drake hotel.,A man is cleaning a fuel pump in front of an old building.,3,SNLI-train,SNLI-NEUTRAL,19023618.jpg#2,19023618.jpg#2r5n,SNLI
